YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,Jan-Feb,Mar-May,Jun-Sep,Oct-Dec,FLOODS
3054,2.1,10.4,14.3,42.0,0.0,162.3,358.6,327.2,127.7,34.5,34.6,3.9,1117.8,12.6,56.3,975.8,73.1,1
3055,37.7,24.1,43.0,62.2,32.9,201.0,379.6,239.5,227.1,83.0,60.9,26.1,1417.2,61.8,138.1,1047.2,170.0,0
3056,30.1,27.1,38.1,19.2,93.2,157.6,240.8,260.2,225.9,74.3,82.5,35.0,1284.0,57.2,150.4,884.5,191.8,1
3057,9.7,22.1,27.1,37.2,50.7,288.0,247.7,206.1,157.1,63.2,7.7,5.6,1122.3,31.8,115.0,898.9,76.5,1
3058,45.0,0.0,13.5,81.3,57.3,238.2,344.9,313.4,162.7,87.4,35.9,18.0,1397.6,45.0,152.0,1059.2,141.4,1
3059,29.8,24.2,31.7,46.5,80.4,184.3,305.6,314.3,167.4,111.2,35.9,28.1,1359.4,54.0,158.5,971.6,175.2,1
3060,14.1,53.0,1.8,47.8,112.6,186.0,247.0,258.6,179.2,64.6,32.7,10.3,1207.6,67.1,162.2,870.8,107.6,1
3061,0.0,17.0,32.6,95.7,99.1,254.5,270.3,328.6,91.6,75.5,11.3,23.4,1299.6,17.0,227.4,945.0,110.2,1
3062,45.5,11.8,45.7,14.2,34.8,206.9,290.1,153.6,180.6,72.8,14.7,15.6,1086.3,57.3,94.7,831.2,103.1,1
3063,1.3,27.2,7.5,62.5,7.6,260.7,185.5,231.9,282.8,126.2,37.8,29.1,1260.2,28.6,77.6,960.9,193.1,1
3064,0.0,26.4,2.4,81.6,128.1,54.3,348.6,268.4,143.4,72.2,14.1,1.9,1141.5,26.4,212.1,814.8,88.2,1
3065,30.3,38.7,58.4,37.9,125.5,200.4,261.5,200.3,159.7,35.1,36.2,3.8,1187.7,69.0,221.8,821.8,75.1,0
3066,47.3,4.4,19.0,63.9,67.3,146.7,100.1,161.1,128.5,22.2,28.1,19.1,807.5,51.7,150.2,536.3,69.4,0
3067,34.6,32.2,50.4,23.4,26.4,271.6,293.3,259.1,221.8,95.8,35.8,17.1,1361.6,66.9,100.3,1045.8,148.7,1
3068,24.8,30.3,27.2,29.9,89.0,260.1,243.1,327.2,252.6,53.1,13.9,15.4,1366.4,55.0,146.1,1082.9,82.4,1
3069,25.1,20.0,27.1,53.5,59.0,176.8,413.2,367.2,251.4,107.4,36.1,22.3,1559.2,45.1,139.5,1208.6,165.9,1
3070,28.2,26.7,37.9,62.6,58.8,259.5,254.0,242.8,125.1,31.4,15.4,5.8,1148.2,55.0,159.3,881.4,52.6,1
3071,27.1,36.4,14.1,69.7,87.0,273.1,218.2,329.9,216.0,61.5,36.2,0.9,1370.1,63.5,170.8,1037.1,98.7,1
3072,21.4,34.2,32.4,79.5,71.4,179.1,330.6,323.3,264.6,31.4,59.8,10.5,1438.1,55.6,183.3,1097.5,101.7,1
3073,19.3,6.0,23.1,43.5,28.8,311.0,248.8,362.9,216.5,98.5,38.2,11.7,1408.3,25.2,95.4,1139.1,148.5,1
3074,17.2,33.5,6.2,71.3,52.9,173.3,240.4,256.2,214.9,106.7,39.4,12.9,1224.9,50.7,130.4,884.8,159.0,1
3075,9.0,21.1,36.1,37.5,80.5,163.2,330.7,157.7,165.5,94.9,49.3,30.0,1175.3,30.0,154.1,817.0,174.2,0
3076,14.6,23.0,25.3,64.8,76.3,222.6,222.2,284.8,201.4,40.7,4.9,24.5,1205.2,37.7,166.4,931.0,70.1,1
3077,0.0,23.0,27.2,49.6,69.3,155.5,193.0,211.1,254.3,53.7,67.4,21.9,1125.9,23.0,146.1,813.9,142.9,1
3078,16.8,19.9,8.2,54.8,88.1,179.7,415.8,230.8,207.1,90.9,11.9,18.4,1342.5,36.7,151.2,1033.4,121.2,1
3079,6.1,38.7,58.6,54.3,51.9,252.5,335.6,259.5,125.1,17.9,50.6,11.2,1262.0,44.8,164.8,972.7,79.7,1
3080,4.8,20.8,45.8,9.7,67.0,176.1,276.5,257.0,166.3,72.8,47.9,6.6,1151.2,25.6,122.5,875.8,127.4,0
3081,20.2,6.3,47.4,20.3,0.0,81.8,294.8,289.6,252.9,139.6,15.0,2.8,1170.6,26.5,67.6,919.0,157.4,0
3082,34.7,16.5,24.5,47.3,49.4,195.2,330.4,327.8,206.9,75.2,53.2,8.4,1369.4,51.2,121.2,1060.3,136.7,1
3083,29.0,24.5,0.0,7.9,83.4,136.7,363.1,255.0,196.2,25.4,43.0,15.5,1179.7,53.5,91.3,951.0,83.9,1
3084,0.0,39.2,65.2,63.3,51.1,222.6,242.1,306.9,161.2,58.9,70.8,3.3,1284.5,39.2,179.5,932.8,133.0,1
3085,6.1,30.4,28.9,64.2,48.9,213.3,320.6,281.0,251.8,58.0,36.9,17.9,1358.1,36.6,142.0,1066.7,112.8,1
3086,29.3,10.1,16.5,52.2,32.8,255.9,259.5,343.6,276.4,163.3,30.8,13.9,1484.5,39.4,101.6,1135.5,208.0,1
3087,6.2,56.8,37.5,20.3,90.1,224.9,281.8,267.2,255.7,145.3,22.7,11.6,1420.1,63.0,147.9,1029.5,179.6,1
3088,15.3,25.7,51.0,75.4,77.4,235.0,306.2,274.6,265.0,109.8,0.0,28.8,1464.2,41.0,203.7,1080.9,138.6,1
3089,24.6,39.9,29.6,89.8,85.1,138.2,294.5,254.5,171.3,69.0,26.6,0.0,1223.2,64.5,204.5,858.6,95.6,1
3090,6.4,19.9,53.0,48.2,13.7,219.2,346.5,269.0,164.0,127.6,27.5,11.8,1306.7,26.3,114.9,998.7,166.9,1
3091,19.3,29.5,49.5,56.2,57.5,283.3,329.1,226.7,181.9,38.9,38.2,0.0,1310.1,48.7,163.2,1021.0,77.2,1
3092,2.0,33.8,10.6,49.4,54.2,137.1,189.4,220.0,192.0,122.9,4.5,18.6,1034.6,35.7,114.2,738.5,146.1,0
3093,10.8,39.1,17.9,56.7,54.1,274.0,200.0,332.8,264.4,117.3,28.2,24.4,1419.5,49.8,128.7,1071.1,169.9,1
3094,21.8,36.8,47.2,42.4,44.8,144.8,269.1,206.3,250.6,76.2,44.5,1.1,1185.8,58.6,134.4,870.9,121.9,1
3095,0.0,34.2,0.0,44.2,52.3,128.1,423.0,258.3,218.0,125.3,46.5,2.5,1332.6,34.2,96.5,1027.4,174.3,1
3096,23.3,17.6,27.3,64.9,85.8,191.3,235.4,349.0,115.6,65.0,0.0,0.0,1175.2,40.9,178.0,891.3,65.0,1
3097,17.8,14.0,4.2,96.6,8.4,214.4,280.4,256.0,102.2,33.9,47.1,16.7,1091.8,31.8,109.3,853.0,97.8,1
3098,24.6,26.7,21.4,14.2,111.8,225.1,257.5,336.4,202.5,119.2,28.1,12.3,1379.6,51.3,147.4,1021.5,159.5,1
3099,20.7,35.1,24.6,42.7,75.5,122.1,256.2,239.8,235.8,78.8,29.3,12.9,1173.5,55.8,142.9,853.9,121.0,1
3100,34.4,18.9,23.6,19.0,60.8,198.9,307.5,208.5,185.9,104.9,0.0,12.0,1174.2,53.3,103.4,900.8,116.8,1
3101,19.5,36.9,20.1,80.0,87.4,137.3,393.1,171.6,289.6,151.2,62.9,5.3,1454.7,56.4,187.5,991.5,219.4,1
3102,12.8,42.3,10.3,32.1,21.3,93.1,326.9,369.3,133.7,54.6,36.5,28.5,1161.4,55.2,63.7,923.0,119.5,1
3103,19.5,9.2,71.3,13.2,43.4,123.9,238.8,202.7,127.2,76.6,2.4,19.0,947.0,28.6,127.9,692.5,97.9,0
3104,24.5,10.3,63.6,59.0,58.6,133.7,487.7,330.8,155.5,141.6,40.5,3.0,1508.9,34.8,181.3,1107.7,185.1,1
3105,18.6,20.0,9.1,83.4,100.2,203.7,300.5,212.0,153.5,107.4,39.9,8.3,1256.6,38.6,192.7,869.7,155.6,1
3106,18.5,26.3,58.5,59.6,60.7,238.4,254.6,369.6,217.4,55.4,57.5,6.4,1422.8,44.8,178.8,1079.9,119.3,1
3107,9.6,14.7,22.8,49.5,74.6,94.0,393.8,430.1,168.1,45.7,26.8,31.5,1361.1,24.2,146.9,1086.0,104.0,1
3108,10.0,40.9,32.3,54.0,45.5,194.4,262.2,165.3,109.5,61.9,33.2,23.8,1033.1,51.0,131.8,731.4,119.0,1
3109,1.2,27.9,28.9,76.1,75.6,110.3,411.4,206.2,236.4,53.9,20.1,14.6,1262.7,29.1,180.6,964.3,88.7,1
3110,39.0,22.6,18.1,25.8,109.0,209.6,234.1,332.6,98.5,91.0,45.0,34.8,1259.9,61.5,152.9,874.7,170.8,1
3111,3.1,1.9,47.7,42.5,89.9,140.7,395.1,314.9,134.3,85.0,17.3,32.0,1304.4,5.0,180.1,985.0,134.3,1
3112,9.7,3.6,32.3,35.0,59.7,117.2,309.1,332.8,105.6,92.6,15.1,13.5,1126.2,13.3,127.0,864.7,121.2,1
3113,9.4,25.9,21.4,19.3,80.9,219.0,385.4,241.0,200.8,50.0,31.6,11.5,1296.2,35.3,121.6,1046.1,93.2,1
3114,28.7,0.0,6.5,37.8,78.2,142.7,428.1,415.2,199.7,79.3,8.5,12.0,1436.7,28.7,122.5,1185.7,99.8,1
3115,14.5,36.2,13.9,69.4,76.2,157.6,215.7,288.0,289.7,3.9,65.0,5.5,1235.6,50.6,159.5,951.0,74.4,1
3116,33.0,19.8,0.5,57.5,93.1,52.9,384.3,197.2,237.5,87.5,71.5,35.1,1269.9,52.8,151.1,872.0,194.1,1
3117,9.9,67.4,30.2,59.2,92.9,227.1,196.4,262.8,265.0,126.7,23.9,4.9,1366.4,77.3,182.3,951.2,155.5,1
3118,21.3,54.3,8.5,48.2,58.4,220.1,221.7,198.2,205.0,27.9,5.3,25.6,1094.5,75.7,115.1,845.0,58.7,1
3119,8.0,19.5,25.2,56.5,80.0,175.3,238.8,388.2,139.2,100.4,39.7,23.6,1294.3,27.4,161.7,941.4,163.7,1
3120,43.7,20.5,54.7,27.4,51.3,91.0,330.3,235.1,196.7,58.8,23.4,12.6,1145.4,64.3,133.3,853.0,94.8,1
3121,3.7,35.9,51.6,38.2,36.2,241.5,297.3,313.5,220.8,112.5,56.5,35.9,1443.6,39.7,125.9,1073.1,204.9,1
3122,21.7,45.8,29.4,49.2,54.5,138.4,283.3,248.0,226.6,88.0,17.3,0.0,1202.2,67.6,133.1,896.2,105.3,1
3123,25.6,0.0,28.4,51.1,59.9,150.1,305.2,238.2,165.4,97.4,43.9,15.1,1180.3,25.6,139.4,858.9,156.4,1
3124,23.0,0.0,63.8,52.0,15.5,302.2,336.4,150.1,215.4,84.5,35.3,10.6,1288.8,23.0,131.4,1004.1,130.4,1
3125,15.8,13.3,39.4,42.0,86.1,136.3,341.8,320.7,141.5,132.5,19.5,26.6,1315.2,29.1,167.4,940.2,178.5,1
3126,16.4,30.2,24.1,36.7,0.0,215.8,371.6,368.3,135.7,95.2,37.8,19.9,1351.8,46.6,60.8,1091.5,152.9,1
3127,18.5,29.0,4.3,114.5,138.0,205.9,422.4,217.7,132.0,55.2,50.6,0.0,1388.1,47.5,256.8,978.0,105.8,1
3128,16.2,37.0,37.1,64.9,104.1,196.5,293.5,174.9,191.3,85.8,34.7,29.6,1265.6,53.2,206.1,856.2,150.1,1
3129,29.6,5.2,44.9,54.1,54.7,190.5,258.5,334.6,128.8,68.0,34.9,21.3,1225.2,34.8,153.7,912.4,124.3,1
3130,44.5,0.0,18.6,39.9,62.3,195.7,337.9,168.1,167.9,88.2,15.5,4.6,1143.2,44.5,120.8,869.6,108.3,1
3131,11.3,34.0,35.2,35.1,70.5,190.0,214.9,362.9,237.0,66.0,55.9,12.2,1324.9,45.3,140.8,1004.7,134.1,1
3132,1.6,10.4,23.5,42.1,45.5,172.1,247.5,218.5,136.5,56.3,53.9,1.7,1009.5,12.0,111.1,774.6,111.9,0
3133,16.9,0.0,26.7,51.4,67.4,258.1,365.0,205.0,163.8,89.6,24.8,14.1,1282.8,16.9,145.5,991.8,128.5,1
3134,49.0,24.0,0.0,3.6,58.0,102.8,286.3,296.9,193.7,84.1,30.5,17.7,1146.6,73.0,61.6,879.7,132.3,1
3135,8.4,33.1,26.0,10.5,59.4,231.2,210.4,209.4,202.8,122.4,61.3,12.3,1187.2,41.5,95.8,853.9,196.0,1
3136,37.7,20.3,47.4,31.0,67.1,220.2,190.7,231.9,164.0,66.2,10.3,11.0,1098.0,58.0,145.5,806.9,87.6,0
3137,38.1,15.6,18.6,49.6,25.2,213.4,298.4,304.1,230.9,6.7,45.1,0.0,1245.8,53.7,93.4,1046.8,51.8,1
3138,11.4,19.8,30.9,39.7,63.1,236.4,374.9,114.8,220.7,68.2,21.8,19.7,1221.5,31.1,133.8,946.9,109.7,1
3139,24.8,16.8,16.4,77.5,66.6,169.9,374.0,391.7,249.3,20.2,68.6,0.0,1475.7,41.6,160.5,1184.9,88.8,1
3140,37.5,3.1,36.5,12.4,65.6,72.2,302.8,283.0,185.8,97.8,34.3,16.3,1147.2,40.7,114.5,843.7,148.4,1
3141,13.5,12.0,26.1,28.5,56.0,171.0,435.6,192.1,163.3,18.4,58.2,0.0,1174.6,25.4,110.5,962.1,76.6,1
3142,15.6,29.3,13.1,78.4,93.9,120.5,287.7,210.8,154.5,44.4,17.8,16.6,1082.5,44.9,185.4,773.5,78.8,0
3143,11.0,26.5,54.0,47.9,52.1,134.7,285.3,347.4,206.0,68.2,8.0,15.9,1257.1,37.5,154.0,973.4,92.2,1
3144,5.8,24.4,46.7,64.5,68.4,106.7,115.3,320.9,170.4,140.7,28.3,20.4,1112.4,30.2,179.6,713.2,189.4,0
3145,10.2,8.1,19.1,90.1,98.3,148.7,263.7,374.3,160.4,41.2,38.3,25.5,1277.9,18.3,207.6,947.1,105.0,1
3146,3.3,19.5,39.0,29.7,59.8,142.2,354.6,233.6,166.7,82.5,22.8,27.5,1181.1,22.8,128.5,897.1,132.8,1
3147,18.4,0.0,39.7,42.8,68.0,44.2,404.5,300.2,154.4,104.0,48.2,0.0,1224.4,18.4,150.5,903.3,152.2,1
3148,8.8,24.5,41.6,39.0,59.3,213.5,236.9,309.0,200.3,138.4,28.8,15.4,1315.4,33.3,139.9,959.8,182.6,1
3149,20.8,42.0,0.0,2.0,96.6,297.1,327.4,327.3,116.5,111.6,0.0,38.1,1379.4,62.8,98.6,1068.3,149.7,1
3150,0.0,1.4,48.1,38.2,54.8,208.3,368.3,356.7,205.8,123.6,44.1,17.3,1466.4,1.4,141.1,1139.0,184.9,1
3151,22.0,13.8,19.7,64.4,97.9,163.8,295.8,231.2,225.2,114.8,15.3,6.9,1270.9,35.8,182.1,916.0,137.0,1
3152,28.0,26.6,23.6,56.9,59.1,172.0,135.2,272.2,159.8,36.1,25.8,15.1,1010.3,54.6,139.6,739.2,76.9,1
3153,0.0,39.5,77.5,58.6,37.9,151.8,312.3,238.5,289.9,95.7,64.1,11.8,1377.7,39.5,174.0,992.6,171.5,0
3154,22.5,15.7,35.4,36.7,81.0,180.0,348.3,276.4,190.9,114.2,68.5,3.1,1372.8,38.2,153.2,995.6,185.8,1
3155,32.7,12.3,23.0,30.6,53.5,173.0,228.7,327.5,108.8,45.7,21.5,25.6,1082.8,45.0,107.1,837.9,92.7,0
3156,3.5,0.0,0.0,72.9,79.4,128.7,277.2,167.5,175.4,60.0,44.6,22.4,1031.6,3.5,152.3,748.9,127.0,1
3157,38.1,23.4,55.0,34.1,0.0,267.6,214.1,355.4,193.3,51.5,22.0,1.3,1255.7,61.5,89.1,1030.4,74.8,1
3158,23.0,50.6,5.8,51.5,62.1,93.2,115.1,202.5,213.3,111.4,27.3,15.0,970.8,73.6,119.4,624.2,153.6,1
3159,9.5,25.9,11.9,48.6,49.1,214.5,366.9,259.1,176.6,79.4,20.9,9.8,1272.2,35.4,109.7,1017.1,110.0,1
3160,17.3,21.7,24.0,77.2,32.2,169.4,294.7,364.6,137.4,69.8,0.0,0.0,1208.4,39.0,133.4,966.2,69.8,1
3161,24.7,26.5,55.5,66.4,46.5,279.5,406.8,302.3,133.1,33.3,34.9,0.4,1410.0,51.2,168.4,1121.7,68.6,1
3162,18.9,21.8,43.9,16.5,45.9,193.7,355.0,303.1,156.0,79.4,38.8,2.1,1275.3,40.8,106.4,1007.9,120.3,1
3163,24.5,10.6,27.2,18.9,60.7,155.2,270.2,199.7,161.0,60.4,19.6,15.4,1023.3,35.1,106.7,786.1,95.4,1
3164,7.0,33.5,35.5,57.7,23.7,161.4,289.2,209.0,131.0,91.2,54.8,11.0,1105.0,40.5,117.0,790.5,157.0,1
3165,20.0,25.2,19.2,43.6,70.9,177.2,334.6,344.0,151.9,38.6,24.3,5.4,1254.8,45.2,133.6,1007.7,68.3,1
3166,1.0,22.2,32.5,35.0,100.3,112.1,362.7,239.9,224.3,88.8,20.3,11.7,1250.8,23.3,167.8,939.1,120.7,0
3167,16.7,8.3,31.3,67.3,69.9,132.8,317.6,246.3,275.7,65.3,43.5,24.2,1299.1,25.0,168.5,972.5,133.1,1
3168,7.2,40.2,47.4,49.1,84.7,76.8,372.4,345.5,229.3,34.5,2.1,19.9,1309.3,47.4,181.2,1024.1,56.6,1
3169,9.2,31.3,47.4,46.2,92.6,124.2,274.2,208.6,257.9,31.6,51.1,27.0,1201.4,40.5,186.2,865.0,109.7,1
3170,32.8,14.3,38.9,62.2,96.6,180.2,225.2,298.3,240.7,37.3,25.0,13.5,1264.8,47.1,197.7,944.3,75.7,1
3171,31.1,36.0,23.5,36.7,114.4,191.5,290.5,282.9,233.3,74.2,52.8,33.6,1400.5,67.1,174.6,998.2,160.6,1
3172,25.3,15.0,43.4,79.5,48.0,66.1,309.4,279.8,172.4,86.6,58.8,19.8,1204.2,40.3,170.9,827.8,165.2,0
3173,4.9,11.1,28.3,27.7,41.9,167.5,210.9,244.7,197.3,92.3,45.8,10.6,1082.9,15.9,97.9,820.4,148.7,1
3174,14.2,11.4,10.5,59.5,83.9,206.0,201.4,240.6,168.1,93.7,16.8,17.0,1123.1,25.6,153.9,816.1,127.5,1
3175,32.6,0.0,22.7,76.5,81.8,166.0,326.3,206.7,178.6,53.2,8.0,2.3,1154.7,32.6,181.1,877.6,63.4,0
3176,19.7,28.6,31.5,14.7,83.7,140.1,266.6,312.8,193.5,122.2,4.3,12.6,1230.5,48.3,129.9,913.1,139.2,0
3177,45.8,0.0,46.4,37.4,114.9,152.3,283.4,234.6,227.1,65.2,55.1,20.7,1282.9,45.8,198.7,897.4,141.0,1
3178,22.7,4.8,26.7,70.1,62.3,145.3,269.8,345.9,212.0,99.1,30.3,22.7,1311.8,27.5,159.1,973.0,152.1,1
3179,20.3,0.0,8.2,70.5,73.9,140.0,401.4,264.7,181.6,75.8,21.0,11.5,1268.9,20.3,152.6,987.7,108.3,1
3180,14.3,20.8,31.0,41.2,34.5,184.6,383.3,208.0,192.9,96.3,30.4,46.1,1283.4,35.1,106.8,968.8,172.7,1
3181,19.6,19.9,32.0,28.8,121.8,301.9,208.4,263.8,212.5,73.9,54.6,14.1,1351.4,39.5,182.7,986.7,142.6,1
3182,16.2,17.4,33.3,66.0,52.6,134.1,257.7,252.1,224.7,97.0,48.6,0.0,1199.6,33.6,152.0,868.6,145.5,1
3183,26.5,7.4,46.6,71.0,53.4,157.5,354.5,348.6,111.0,81.7,41.8,29.3,1329.3,33.9,171.0,971.6,152.8,1
3184,29.5,5.6,48.3,19.4,52.3,172.2,337.1,254.9,134.0,112.9,45.8,22.7,1234.6,35.1,120.0,898.2,181.4,1
3185,8.6,28.5,19.3,18.5,43.9,137.2,292.1,261.2,247.6,50.9,36.6,18.5,1163.0,37.1,81.8,938.1,106.0,1
3186,2.0,14.3,18.9,50.0,41.6,235.4,215.4,376.0,186.8,14.7,39.0,10.9,1205.0,16.3,110.4,1013.6,64.7,1
3187,0.0,26.4,11.3,58.8,47.3,44.6,247.2,314.6,167.9,45.0,37.4,20.3,1021.0,26.4,117.5,774.3,102.8,1
3188,24.1,9.6,42.6,38.4,23.8,145.8,258.8,393.1,176.3,122.6,33.0,33.8,1301.9,33.7,104.8,974.0,189.4,1
3189,4.8,24.5,56.1,59.9,40.0,220.0,314.4,365.6,176.3,76.1,48.1,18.2,1404.0,29.3,156.0,1076.3,142.4,1
3190,0.0,40.2,24.3,29.4,116.6,158.8,414.3,219.7,219.0,85.5,40.2,0.0,1348.0,40.2,170.3,1011.8,125.7,1
3191,22.7,30.2,25.7,0.0,82.6,129.9,246.9,347.3,132.4,42.0,15.4,0.0,1074.9,52.9,108.3,856.5,57.3,0
3192,47.9,16.2,56.4,35.7,87.9,199.2,223.2,383.7,191.3,84.5,43.6,20.2,1389.9,64.1,180.0,997.4,148.3,1
3193,17.9,25.6,39.1,46.4,95.0,224.8,287.4,384.2,202.8,43.1,37.9,5.2,1409.5,43.5,180.5,1099.3,86.2,1
3194,28.1,18.6,37.9,38.9,113.4,186.6,367.2,347.2,210.6,48.7,45.2,14.9,1457.3,46.7,190.1,1111.6,108.9,1
3195,19.0,22.1,8.6,19.5,12.4,130.9,193.7,345.8,201.6,66.7,30.9,7.1,1058.3,41.1,40.5,872.0,104.7,1
3196,16.8,17.4,42.2,5.1,27.6,200.1,396.8,259.4,216.8,98.9,49.2,6.3,1336.6,34.3,74.8,1073.1,154.5,1
3197,29.0,19.7,13.3,33.7,39.5,152.9,283.0,223.1,160.2,103.0,31.8,7.6,1096.6,48.7,86.5,819.1,142.3,1
3198,14.5,25.0,9.6,64.7,48.8,216.0,243.6,256.0,141.0,104.0,47.5,8.6,1179.4,39.5,123.2,856.7,160.1,0
3199,21.2,8.1,23.8,72.6,53.6,256.6,183.0,166.8,317.8,21.7,23.9,24.5,1173.5,29.3,150.0,924.1,70.1,1
3200,21.9,7.8,19.5,71.1,49.5,31.7,344.5,371.3,174.3,81.7,25.3,22.3,1220.8,29.6,140.1,921.8,129.3,1
3201,10.0,2.6,26.0,27.0,68.1,181.1,283.0,260.7,180.4,74.5,45.0,2.7,1161.3,12.5,121.2,905.3,122.3,1
3202,29.9,0.0,4.1,19.6,63.0,79.5,306.9,367.8,225.2,23.8,26.4,4.2,1150.5,29.9,86.7,979.5,54.4,1
3203,15.9,5.0,47.3,55.9,41.8,309.3,231.9,196.3,273.0,82.6,77.1,20.2,1356.2,20.9,144.9,1010.5,179.9,1
3204,8.9,24.2,50.3,59.0,1.1,149.3,272.7,353.6,161.7,72.5,44.3,27.6,1225.1,33.2,110.4,937.2,144.4,1
3205,24.4,9.5,0.0,53.8,34.2,216.1,260.9,246.3,138.1,101.4,33.5,27.4,1145.7,33.9,88.0,861.4,162.3,1
3206,7.2,29.2,47.6,0.7,46.6,173.1,288.0,192.7,125.4,85.1,49.4,5.0,1049.9,36.4,94.9,779.1,139.5,0
3207,18.3,22.5,15.4,25.9,55.1,130.8,248.1,390.6,272.8,61.1,23.4,26.9,1291.1,40.8,96.4,1042.4,111.4,1
3208,17.9,0.0,45.4,44.3,30.4,124.3,187.6,355.3,136.0,117.2,51.5,0.0,1109.9,17.9,120.1,803.2,168.6,1
3209,31.0,31.2,28.8,55.7,48.3,262.2,486.0,294.4,188.6,0.0,50.9,13.8,1490.8,62.2,132.7,1231.2,64.7,1
3210,23.7,33.4,30.5,61.9,30.3,227.6,199.6,282.3,139.2,79.6,58.1,21.4,1187.4,57.0,122.7,848.6,159.0,1
3211,17.7,8.1,26.7,48.2,58.5,281.9,307.7,309.9,114.7,15.0,24.2,0.0,1212.5,25.8,133.3,1014.2,39.2,1
3212,27.8,27.9,51.8,52.3,32.0,178.0,171.0,293.2,174.8,47.3,8.5,39.0,1103.7,55.7,136.0,817.0,94.9,1
3213,34.7,10.0,7.7,46.9,38.2,190.8,155.2,226.1,141.2,101.9,20.8,30.6,1004.2,44.7,92.8,713.4,153.3,0
3214,24.7,23.4,40.9,60.1,25.4,160.3,301.8,252.0,154.0,33.6,27.4,23.1,1126.7,48.1,126.4,868.2,84.1,1
3215,18.1,4.3,49.8,51.9,57.7,159.2,307.2,413.3,294.3,27.9,66.3,5.4,1455.5,22.4,159.4,1174.1,99.6,1
3216,2.3,0.0,42.9,46.4,37.7,117.7,383.3,461.7,212.1,172.5,76.9,15.3,1568.8,2.3,127.1,1174.8,264.7,1
3217,5.2,16.6,71.8,39.1,87.4,179.6,323.0,386.3,238.4,30.3,39.9,24.7,1442.4,21.9,198.3,1127.3,94.9,1
3218,14.3,20.3,20.5,46.8,73.4,131.6,284.5,312.5,232.9,144.7,33.2,3.7,1318.3,34.6,140.6,961.5,181.6,1
3219,10.7,16.4,47.2,55.7,60.0,199.3,228.5,257.0,184.8,75.5,26.0,14.0,1175.1,27.1,162.9,869.6,115.5,1
3220,15.8,5.4,28.1,50.9,39.7,184.4,399.9,225.7,167.1,62.1,49.5,26.0,1254.5,21.2,118.6,977.1,137.6,1
3221,18.7,16.4,52.2,53.4,72.7,190.8,360.0,230.2,202.9,103.5,76.8,0.0,1377.6,35.1,178.2,984.0,180.3,0
3222,24.4,25.8,29.9,74.5,81.3,267.1,207.8,242.4,198.8,132.8,68.7,19.7,1373.1,50.1,185.7,916.0,221.2,0
3223,17.2,21.4,23.0,50.8,66.0,172.9,297.7,426.3,160.4,38.4,55.8,0.0,1329.9,38.5,139.8,1057.3,94.2,1
3224,23.8,24.6,53.5,30.7,106.9,216.6,305.1,402.8,196.8,62.6,55.5,5.6,1484.5,48.4,191.1,1121.3,123.7,1
3225,18.8,12.6,21.2,64.4,74.9,287.8,270.8,330.7,153.3,114.2,49.6,10.4,1408.8,31.4,160.5,1042.7,174.3,1
3226,0.0,38.4,4.6,14.9,87.6,246.9,349.0,214.7,181.1,92.9,32.1,21.6,1283.8,38.4,107.1,991.7,146.6,1
3227,6.7,5.5,20.7,21.2,65.7,238.4,353.2,340.7,172.6,123.9,18.3,8.3,1375.3,12.3,107.6,1104.9,150.4,1
3228,16.3,28.8,41.1,52.4,80.9,158.1,281.7,263.8,124.0,101.6,32.6,17.4,1198.7,45.1,174.4,827.6,151.5,1
3229,3.5,38.5,55.1,56.4,39.7,187.6,275.3,133.6,67.7,150.7,41.4,8.4,1058.0,42.0,151.1,664.3,200.6,0
3230,25.2,28.7,32.0,17.6,49.2,102.5,399.9,299.5,141.2,88.8,3.9,10.2,1198.7,53.9,98.8,943.1,102.9,1
3231,36.4,19.2,53.7,36.6,71.8,202.4,360.3,222.7,283.8,90.4,29.9,29.8,1437.1,55.5,162.1,1069.3,150.1,1
3232,32.6,14.6,5.6,31.7,71.6,190.1,300.1,225.1,173.9,94.2,16.5,3.3,1159.2,47.2,108.8,889.1,114.1,1
3233,15.4,36.5,22.0,34.3,76.2,176.3,181.0,263.0,230.4,76.6,53.3,24.4,1189.2,51.9,132.5,850.6,154.2,1
3234,35.9,2.1,24.8,65.8,92.8,231.5,319.1,246.1,79.5,114.2,22.0,16.0,1249.8,38.0,183.4,876.2,152.2,1
3235,19.8,8.4,27.9,60.5,22.1,108.6,343.9,277.7,137.6,91.0,39.6,9.7,1146.7,28.2,110.6,867.7,140.2,1
3236,14.0,16.4,31.5,44.6,34.7,264.9,102.2,274.4,119.6,112.0,19.0,2.6,1035.8,30.4,110.8,761.1,133.6,1
3237,10.6,39.3,42.4,33.0,68.4,224.6,312.6,152.4,179.5,117.9,65.0,3.4,1249.2,50.0,143.9,869.2,186.2,1
3238,14.4,27.3,22.0,15.3,41.7,171.1,265.8,383.4,315.9,98.3,0.0,7.9,1363.1,41.7,79.0,1136.3,106.2,1
3239,13.3,8.4,32.5,76.2,156.6,166.8,279.5,213.1,213.9,101.1,42.5,14.3,1318.5,21.8,265.3,873.4,157.9,1
3240,20.0,17.7,29.2,58.0,76.4,201.4,231.5,215.2,278.2,43.6,7.5,22.6,1201.4,37.7,163.7,926.3,73.7,1
